# ra,dec,redshift,????
11.888 -25.2887 0.000966547 3.76752 1 0.0179413 1
148.888 69.0652 0.000423634 3.8041 1 0.0527606 1
201.366 -43.0188 0.000908177 3.90337 1 0.0194642 1
196.364 -49.468 0.000917851 4.42339 1 0.0191964 1
148.969 69.6796 0.00122334 4.61319 1 0.0131826 1
56.7022 68.0961 0.000921638 4.3644 1 0.0190933 1
204.254 -29.8658 0.000894144 4.59733 1 0.0198648 1
189.998 -11.6231 0.0026989 4.95102 0.999998 0.00467935 1
192.721 41.1201 0.00114529 5.10298 1 0.01437 1
194.182 21.6826 0.00115606 5.31801 1 0.014195 1
308.718 60.1537 0.00109696 5.25086 1 0.0152037 1
187.445 8.00035 0.00286663 5.39546 0.999998 0.00432396 1
202.47 47.1952 0.00180615 5.4887 1 0.00791737 1
184.74 47.3037 0.00169039 5.4624 1 0.0086344 1
50.6741 -37.2082 0.00557274 5.59448 0.999963 0.00180778 1
198.955 42.0292 0.00177555 5.60662 1 0.00809645 1
40.6698 -0.0132405 0.00413173 5.78674 0.999989 0.00267772 1
190.917 11.5526 0.00333908 5.73869 0.999995 0.00354047 1
49.3274 -41.108 0.00228771 5.65895 0.999999 0.0058103 1
166.452 -0.0359576 0.00203831 5.76831 1 0.00675827 1
187.706 12.391 0.00397078 5.81433 0.99999 0.00282099 1
151.308 -7.71863 0.00148735 5.87087 1 0.0102084 1
170.063 12.9912 0.00199389 5.87419 1 0.00695604 1
210.802 54.3487 0.00123063 5.5122 1 0.0130805 1
35.6371 42.3484 0.00259158 5.92174 0.999999 0.00493477 1
61.9456 69.8125 0.00378792 5.89985 0.999992 0.00300092 1
339.267 34.416 0.00370189 6.00563 0.999993 0.00309268 1
143.042 21.5008 0.00159704 6.02916 1 0.00930078 1
169.733 13.0921 0.00226196 6.06289 0.999999 0.00589709 1
189.087 25.9873 0.00394583 6.06526 0.999991 0.0028444 1
140.511 50.9764 0.00238874 6.06322 0.999999 0.00549066 1
287.442 -63.8575 0.00223586 5.92582 0.999999 0.00598738 1
170.071 13.5894 0.00233054 6.07007 0.999999 0.0056709 1
186.35 18.191 0.00213144 6.13955 1 0.0063743 1
145.639 -3.6992 0.00574485 6.25093 0.999956 0.0017369 1
40.1001 39.0633 0.00290299 6.22455 0.999998 0.00425315 1
187.997 14.4203 0.00725365 6.27283 0.999882 0.00127748 1
138.081 -24.1726 0.00143181 6.25173 1 0.0107296 1
186.266 12.8869 0.0031485 6.21619 0.999996 0.00382395 1
64.0435 -55.7801 0.00339172 6.28482 0.999995 0.00346863 1
161.957 12.5816 0.00259643 6.26776 0.999998 0.00492269 1
133.172 33.4218 0.00135813 6.31954 1 0.0114976 1
192.611 25.5007 0.00387391 6.17808 0.999992 0.00291386 1
202.498 47.2661 0.00181408 6.24272 1 0.00787208 1
161.691 11.8199 0.00253748 6.3176 0.999999 0.00507301 1
41.5794 -30.2749 0.00411674 6.25371 0.99999 0.00269052 1
54.6211 -35.4507 0.00444634 6.31356 0.999985 0.00243191 1
114.214 65.6025 0.00100234 6.17961 1 0.0171078 1
192.15 -5.80091 0.00350653 6.36612 0.999994 0.00332052 1
197.735 37.0589 0.00322784 6.4474 0.999996 0.00370124 1
192.259 -8.6644 0.00359052 6.49834 0.999994 0.00321907 1
